No,;Time;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
14989;114.032.901;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1954955 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,032901;114,032901;0;;-9E-06;9E-06;1,8E-05
14990;114.032.901;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1956367 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,032901;114,03291;9E-06;;-0,000478;0,000487;0,000965
14991;114.032.910;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1957779 Win=3088 Len=0;;;114,03291;114,033397;0,000487;;0,000487;0;-0,000487
14992;114.033.397;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1957779 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,033397;114,033397;0;;-1E-05;1E-05;2E-05
14993;114.033.397;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;1486;Application Data [TCP segment of a reassembled PDU];;;114,033397;114,033407;1E-05;;-0,00018;0,00019;0,00037
14994;114.033.407;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1960603 Win=3088 Len=0;;;114,033407;114,033597;0,00019;;0,00019;0;-0,00019
14995;114.033.597;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1960603 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,033597;114,033597;0;;-1,7E-05;1,7E-05;3,4E-05
14996;114.033.597;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1962015 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,033597;114,033614;1,7E-05;;-0,000119;0,000136;0,000255
14997;114.033.614;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1963427 Win=3088 Len=0;;;114,033614;114,03375;0,000136;;0,000136;0;-0,000136
14998;114.033.750;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1963427 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,03375;114,03375;0;;-1,5E-05;1,5E-05;3E-05
14999;114.033.750;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1964839 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,03375;114,033765;1,5E-05;;-0,000132;0,000147;0,000279
15000;114.033.765;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1966251 Win=3088 Len=0;;;114,033765;114,033912;0,000147;;0,000147;0;-0,000147
15001;114.033.912;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1966251 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,033912;114,033912;0;;-9E-06;9E-06;1,8E-05
15002;114.033.912;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1967663 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,033912;114,033921;9E-06;;-0,000152;0,000161;0,000313
15003;114.033.921;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1969075 Win=3088 Len=0;;;114,033921;114,034082;0,000161;;0,000161;0;-0,000161
15004;114.034.082;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1969075 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,034082;114,034082;0;;-1,7E-05;1,7E-05;3,4E-05
15005;114.034.082;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1970487 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,034082;114,034099;1,7E-05;;-0,000331;0,000348;0,000679
15006;114.034.099;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1971899 Win=3088 Len=0;;;114,034099;114,034447;0,000348;;0,000348;0;-0,000348
15007;114.034.447;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1971899 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,034447;114,034447;0;;-1,6E-05;1,6E-05;3,2E-05
15008;114.034.447;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1973311 Ack=9862 Win=519 Len=1412 [TCP segment of a reassembled PDU];;;114,034447;114,034463;1,6E-05;;-0,003739;0,003755;0,007494
15009;114.034.463;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1974723 Win=3088 Len=0;;;114,034463;114,038218;0,003755;;0,003755;0;-0,003755
15010;114.038.218;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;1486;Application Data [TCP segment of a reassembled PDU];;;114,038218;114,038218;0;;-4,6E-05;4,6E-05;9,2E-05
15011;114.038.218;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;438;Application Data;;;114,038218;114,038264;4,6E-05;;-1,919973;1,920019;3,839992
15012;114.038.264;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=9862 Ack=1976499 Win=3088 Len=0;;;114,038264;115,958283;1,920019;;-0,007898;1,927917;1,935815
15017;115.958.283;2a01:111:f100:7000::6fdd:6851;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51501 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0;;;115,958283;117,8862;1,927917;;1,140473;0,787444;-0,353029
15022;117.886.200;10.238.133.114;192.168.100.34;TCP;66;52222  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;117,8862;118,673644;0,787444;;0,562541;0,224903;-0,337638
15024;118.673.644;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;86;51525  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;118,673644;118,898547;0,224903;;0,224778;0,000125;-0,224653
15025;118.898.547;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;86;443  >  51525 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1;;;118,898547;118,898672;0,000125;;-0,000335;0,00046;0,000795
15026;118.898.672;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;74;51525  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;;118,898672;118,899132;0,00046;;-0,207193;0,207653;0,414846
15027;118.899.132;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TLSv1.2;303;Client Hello;;;118,899132;119,106785;0,207653;;0,207653;0;-0,207653
15028;119.106.785;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51525 [ACK] Seq=1 Ack=230 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;119,106785;119,106785;0;;-8,7E-05;8,7E-05;0,000174
15029;119.106.785;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51525 [ACK] Seq=1413 Ack=230 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;119,106785;119,106872;8,7E-05;;-0,011812;0,011899;0,023711
15030;119.106.872;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;74;51525  >  443 [ACK] Seq=230 Ack=2825 Win=262144 Len=0;;;119,106872;119,118771;0,011899;;0,011899;0;-0,011899
15031;119.118.771;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51525 [ACK] Seq=2825 Ack=230 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;119,118771;119,118771;0;;0;0;0
15032;119.118.771;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51525 [ACK] Seq=4237 Ack=230 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;119,118771;119,118771;0;;-8,6E-05;8,6E-05;0,000172
15033;119.118.771;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;650;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;119,118771;119,118857;8,6E-05;;-0,003745;0,003831;0,007576
15034;119.118.857;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;74;51525  >  443 [ACK] Seq=230 Ack=6225 Win=262144 Len=0;;;119,118857;119,122688;0,003831;;-0,119648;0,123479;0,243127
15035;119.122.688;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TLSv1.2;232;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;119,122688;119,246167;0,123479;;0,081013;0,042466;-0,038547
15036;119.246.167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2600:1901:1:c36::;TCP;75;[TCP Keep-Alive] 51512  >  443 [ACK] Seq=1833 Ack=2620 Win=131072 Len=1;;;119,246167;119,288633;0,042466;;-0,017337;0,059803;0,07714
15037;119.288.633;2600:1901:1:c36::;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;86;[TCP Keep-Alive ACK] 443  >  51512 [ACK] Seq=2620 Ack=1834 Win=69120 Len=0 SLE=1833 SRE=1834;;;119,288633;119,348436;0,059803;;0,059686;0,000117;-0,059569
15038;119.348.436;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;125;Change Cipher Spec, Encrypted Handshake Message;;;119,348436;119,348553;0,000117;;-0,000622;0,000739;0,001361
15039;119.348.553;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;74;51525  >  443 [ACK] Seq=388 Ack=6276 Win=261888 Len=0;;;119,348553;119,349292;0,000739;;0,000664;7,5E-05;-0,000589
15040;119.349.292;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TLSv1.2;931;Application Data;;;119,349292;119,349367;7,5E-05;;7,5E-05;0;-7,5E-05
15041;119.349.367;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;1486;51525  >  443 [ACK] Seq=1245 Ack=6276 Win=261888 Len=1412 [TCP segment of a reassembled PDU];;;119,349367;119,349367;0;;0;0;0
15042;119.349.367;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;1486;51525  >  443 [ACK] Seq=2657 Ack=6276 Win=261888 Len=1412 [TCP segment of a reassembled PDU];;;119,349367;119,349367;0;;0;0;0
15043;119.349.367;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;1486;51525  >  443 [ACK] Seq=4069 Ack=6276 Win=261888 Len=1412 [TCP segment of a reassembled PDU];;;119,349367;119,349367;0;;0;0;0
15044;119.349.367;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;1486;51525  >  443 [ACK] Seq=5481 Ack=6276 Win=261888 Len=1412 [TCP segment of a reassembled PDU];;;119,349367;119,349367;0;;0;0;0
15045;119.349.367;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;1486;51525  >  443 [ACK] Seq=6893 Ack=6276 Win=261888 Len=1412 [TCP segment of a reassembled PDU];;;119,349367;119,349367;0;;-0,053425;0,053425;0,10685
15046;119.349.367;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TLSv1.2;257;Application Data;;;119,349367;119,402792;0,053425;;0,017695;0,03573;0,018035
15047;119.402.792;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2600:1901:1:c36::;TCP;75;[TCP Keep-Alive] 51513  >  443 [ACK] Seq=2217 Ack=2632 Win=130048 Len=1;;;119,402792;119,438522;0,03573;;-0,080064;0,115794;0,195858
15048;119.438.522;2600:1901:1:c36::;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;86;[TCP Keep-Alive ACK] 443  >  51513 [ACK] Seq=2632 Ack=2218 Win=69120 Len=0 SLE=2217 SRE=2218;;;119,438522;119,554316;0,115794;;0,115794;0;-0,115794
15049;119.554.316;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51525 [ACK] Seq=6276 Ack=2657 Win=525056 Len=0;;;119,554316;119,554316;0;;-0,014099;0,014099;0,028198
15050;119.554.316;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51525 [ACK] Seq=6276 Ack=6893 Win=525056 Len=0;;;119,554316;119,568415;0,014099;;0,014099;0;-0,014099
15051;119.568.415;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51525 [ACK] Seq=6276 Ack=8488 Win=525056 Len=0;;;119,568415;119,568415;0;;-8,8E-05;8,8E-05;0,000176
15052;119.568.415;64:ff9b::14bd:ad01;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;482;Application Data;;;119,568415;119,568503;8,8E-05;;-4,543129;4,543217;9,086346
15053;119.568.503;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14bd:ad01;TCP;74;51525  >  443 [ACK] Seq=8488 Ack=6684 Win=261632 Len=0;;;119,568503;124,11172;4,543217;;4,52789;0,015327;-4,512563
15066;124.111.720;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TLSv1.2;900;Application Data;;;124,11172;124,127047;0,015327;;0,015327;0;-0,015327
15067;124.127.047;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;661;Application Data;;;124,127047;124,127047;0;;0;0;0
15068;124.127.047;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1977086 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127047;124,127047;0;;0;0;0
15069;124.127.047;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1978498 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127047;124,127047;0;;0;0;0
15070;124.127.047;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1979910 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127047;124,127047;0;;-0,000123;0,000123;0,000246
15071;124.127.047;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1981322 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127047;124,12717;0,000123;;-0,000235;0,000358;0,000593
15072;124.127.170;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=1982734 Win=3088 Len=0;;;124,12717;124,127528;0,000358;;0,000358;0;-0,000358
15073;124.127.528;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1982734 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127528;124,127528;0;;0;0;0
15074;124.127.528;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1984146 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127528;124,127528;0;;0;0;0
15075;124.127.528;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1985558 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127528;124,127528;0;;0;0;0
15076;124.127.528;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1986970 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127528;124,127528;0;;0;0;0
15077;124.127.528;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1988382 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127528;124,127528;0;;-6,7E-05;6,7E-05;0,000134
15078;124.127.528;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1989794 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127528;124,127595;6,7E-05;;-0,00024;0,000307;0,000547
15079;124.127.595;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=1991206 Win=3088 Len=0;;;124,127595;124,127902;0,000307;;0,000307;0;-0,000307
15080;124.127.902;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1991206 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127902;124,127902;0;;0;0;0
15081;124.127.902;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;955;Application Data;;;124,127902;124,127902;0;;0;0;0
15082;124.127.902;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1993499 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127902;124,127902;0;;0;0;0
15083;124.127.902;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1994911 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127902;124,127902;0;;0;0;0
15084;124.127.902;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1996323 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127902;124,127902;0;;-6,6E-05;6,6E-05;0,000132
15085;124.127.902;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1997735 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,127902;124,127968;6,6E-05;;-6,3E-05;0,000129;0,000192
15086;124.127.968;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=1999147 Win=3088 Len=0;;;124,127968;124,128097;0,000129;;0,000129;0;-0,000129
15087;124.128.097;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=1999147 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,128097;124,128097;0;;-1,8E-05;1,8E-05;3,6E-05
15088;124.128.097;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2000559 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,128097;124,128115;1,8E-05;;-0,000325;0,000343;0,000668
15089;124.128.115;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=2001971 Win=3088 Len=0;;;124,128115;124,128458;0,000343;;0,000343;0;-0,000343
15090;124.128.458;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2001971 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,128458;124,128458;0;;0;0;0
15091;124.128.458;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2003383 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,128458;124,128458;0;;0;0;0
15092;124.128.458;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2004795 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,128458;124,128458;0;;-2,4E-05;2,4E-05;4,8E-05
15093;124.128.458;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2006207 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,128458;124,128482;2,4E-05;;-0,000235;0,000259;0,000494
15094;124.128.482;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=2007619 Win=3088 Len=0;;;124,128482;124,128741;0,000259;;0,000259;0;-0,000259
15095;124.128.741;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2007619 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,128741;124,128741;0;;-1,5E-05;1,5E-05;3E-05
15096;124.128.741;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;1486;Application Data [TCP segment of a reassembled PDU];;;124,128741;124,128756;1,5E-05;;-0,001064;0,001079;0,002143
15097;124.128.756;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=2010443 Win=3088 Len=0;;;124,128756;124,129835;0,001079;;0,001079;0;-0,001079
15098;124.129.835;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2010443 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,129835;124,129835;0;;-3,1E-05;3,1E-05;6,2E-05
15099;124.129.835;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2011855 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,129835;124,129866;3,1E-05;;-8E-06;3,9E-05;4,7E-05
15100;124.129.866;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=2013267 Win=3088 Len=0;;;124,129866;124,129905;3,9E-05;;3,9E-05;0;-3,9E-05
15101;124.129.905;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2013267 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,129905;124,129905;0;;-1,1E-05;1,1E-05;2,2E-05
15102;124.129.905;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2014679 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,129905;124,129916;1,1E-05;;-0,00066;0,000671;0,001331
15103;124.129.916;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=2016091 Win=3088 Len=0;;;124,129916;124,130587;0,000671;;0,000671;0;-0,000671
15104;124.130.587;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;954;Application Data;;;124,130587;124,130587;0;;-2,4E-05;2,4E-05;4,8E-05
15105;124.130.587;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2016971 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,130587;124,130611;2,4E-05;;-1,5E-05;3,9E-05;5,4E-05
15106;124.130.611;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=2018383 Win=3088 Len=0;;;124,130611;124,13065;3,9E-05;;3,9E-05;0;-3,9E-05
15107;124.130.650;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2018383 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,13065;124,13065;0;;0;0;0
15108;124.130.650;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2019795 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,13065;124,13065;0;;0;0;0
15109;124.130.650;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2021207 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,13065;124,13065;0;;-1,5E-05;1,5E-05;3E-05
15110;124.130.650;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=2022619 Ack=10688 Win=531 Len=1412 [TCP segment of a reassembled PDU];;;124,13065;124,130665;1,5E-05;;-6,5E-05;8E-05;0,000145
15111;124.130.665;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=10688 Ack=2024031 Win=3088 Len=0;;;124,130665;124,130745;8E-05;;8E-05;0;-8E-05
